Rk,Player,Tm,Age,Pos,G,GS,0-19_FGA,0-19_FGM,20-29_FGA,20-29_FGM,30-39_FGA,30-39_FGM,40-49_FGA,40-49_FGM,50+_FGA,50+_FGM,Scoring_FGA,Scoring_FGM,Scoring_Lng,Scoring_FG%,Scoring_XPA,Scoring_XPM,Scoring_XP%,Kickoffs_KO,Kickoffs_KOYds,Kickoffs_TB,Kickoffs_TB%,Kickoffs_KOAvg,season
43,Mat McBriar,DAL,27,P,16,0,,,,,,,,,,,,,,,,,,3,174,,,58,2006
44,Mike Scifres,SDG,26,P,16,0,,,,,,,,,,,,,,,,,,3,183,,,61,2006
45,Steve Weatherford,NOR,24,P,16,0,,,,,,,,,,,,,,,,,,3,158,,,52.7,2006
46,Scott Player,ARI,37,P,16,0,,,,,,,,,,,,,,,,,,2,107,,,53.5,2006
47,Craig Hentrich,TEN,35,P,16,0,,,,,,,,,,,,,,,,,,1,35,,,35,2006
48,Chris Kluwe,MIN,25,P,16,0,,,,,,,,,,,,,,,,,,1,50,,,50,2006
49,Shane Lechler,OAK,30,P,16,0,,,,,,,,,,,,,,,,,,1,67,,,67,2006
50,Brian Moorman,BUF,30,P,16,0,,,,,,,,,,,,,,,,,,1,69,,,69,2006
51,Matt Turk,STL,38,P,16,0,,,,,,,,,,,,,,,,,,1,37,,,37,2006
52,Ken Walter,NWE,34,P,4,0,,,,,,,,,,,,,,,,,,1,46,,,46,2006
1,Jay Feely,NYG,29,K,16,0,,,13,11,14,13,10,8,5,3,42,35,52,0.833,43,43,1,98,6170,12,0.122,63,2005
2,Neil Rackers,ARI,29,K,15,0,,,11,11,10,10,14,13,7,6,42,40,54,0.952,20,20,1,61,4069,22,0.361,66.7,2005
3,Rian Lindell,BUF,28,K,16,0,,,9,8,13,11,10,7,3,3,35,29,53,0.829,26,26,1,69,4156,2,0.029,60.2,2005
4,John Kasay,CAR,36,K,16,0,1,1,8,8,8,8,9,6,8,3,34,26,52,0.765,44,43,0.977,81,5113,3,0.037,63.1,2005
5,Paul Edinger,MIN,27,K,16,0,,,11,11,8,3,10,8,5,3,34,25,56,0.735,31,31,1,72,4246,,,59,2005
6,Kris Brown,HOU,29,K,16,0,,,9,9,17,12,6,4,2,1,34,26,53,0.765,24,24,1,68,4385,11,0.162,64.5,2005
7,Matt Stover,BAL,37,K,16,0,1,1,8,8,11,10,14,11,,,34,30,49,0.882,23,23,1,33,1891,1,0.03,57.3,2005
8,Lawrence Tynes,KAN,27,K,16,0,1,1,8,8,13,12,8,4,3,2,33,27,52,0.818,45,44,0.978,88,5364,2,0.023,61,2005
9,Shayne Graham,CIN,28,K,16,0,,,11,11,11,10,9,7,1,,32,28,49,0.875,47,47,1,91,5470,2,0.022,60.1,2005
10,Jason Elam,DEN,35,K,16,0,,,10,9,5,5,13,9,4,1,32,24,51,0.75,44,43,0.977,1,54,,,54,2005
11,John Carney,NOR,41,K,16,0,1,1,13,12,6,4,12,8,,,32,25,49,0.781,22,22,1,14,886,1,0.071,63.3,2005
12,Jeff Wilkins,STL,33,K,16,0,,,7,6,8,8,11,9,5,4,31,27,53,0.871,36,36,1,80,5045,6,0.075,63.1,2005
13,Josh Scobee,JAX,23,K,16,0,,,9,9,8,7,10,5,3,2,30,23,53,0.767,39,38,0.974,79,5094,20,0.253,64.5,2005
14,Olindo Mare,MIA,32,K,16,0,,,10,9,12,9,6,6,2,1,30,25,53,0.833,33,33,1,73,4837,16,0.219,66.3,2005
15,Sebastian Janikowski,OAK,27,K,16,0,1,1,8,7,6,5,12,7,3,,30,20,49,0.667,30,30,1,67,4107,11,0.164,61.3,2005
16,Jeff Reed,PIT,26,K,16,0,,,9,9,9,9,9,6,2,,29,24,44,0.828,45,45,1,84,5105,5,0.06,60.8,2005
17,Rob Bironas,TEN,27,K,16,0,,,10,10,7,6,7,5,5,2,29,23,53,0.793,32,30,0.938,71,4483,11,0.155,63.1,2005
18,Phil Dawson,CLE,30,K,16,0,2,2,11,11,11,9,5,5,,,29,27,44,0.931,21,19,0.905,61,3651,3,0.049,59.9,2005
19,Mike Nugent,NYJ,23,K,16,0,,,9,8,7,7,10,7,2,,28,22,49,0.786,24,24,1,63,3683,1,0.016,58.5,2005
20,Joe Nedney,SFO,32,K,15,0,,,4,4,11,10,10,10,3,2,28,26,56,0.929,19,19,1,58,3447,6,0.103,59.4,2005
21,Ryan Longwell,GNB,31,K,16,0,,,7,7,10,6,5,3,5,4,27,20,53,0.741,31,30,0.968,69,4202,3,0.043,60.9,2005
22,Robbie Gould,CHI,23,K,13,0,,,9,9,10,9,8,3,,,27,21,45,0.778,20,19,0.95,54,3316,1,0.019,61.4,2005
23,Josh Brown,SEA,26,K,16,0,,,5,5,5,4,7,4,8,5,25,18,55,0.72,57,56,0.982,89,5598,4,0.045,62.9,2005
24,Mike Vanderjagt,IND,35,K,16,0,1,1,9,9,7,6,8,7,,,25,23,48,0.92,52,52,1,1,36,,,36,2005
25,Adam Vinatieri,NWE,33,K,16,0,,,7,7,10,9,6,4,2,,25,20,49,0.8,41,40,0.976,80,4892,10,0.125,61.2,2005
26,Todd Peterson,ATL,35,K,16,0,,,10,9,11,11,4,3,,,25,23,43,0.92,35,35,1,,,,,,2005
27,Matt Bryant,TAM,30,K,15,0,,,4,2,8,8,11,10,2,1,25,21,50,0.84,31,31,1,14,905,1,0.071,64.6,2005
28,Nate Kaeding,SDG,23,K,16,0,1,1,3,3,9,9,11,8,,,24,21,49,0.875,49,49,1,81,4981,3,0.037,61.5,2005
29,Jason Hanson,DET,35,K,15,0,1,1,9,9,3,3,7,4,4,2,24,19,52,0.792,27,27,1,57,3452,5,0.088,60.6,2005
30,David Akers,PHI,31,K,12,0,,,3,3,8,7,9,5,2,1,22,16,50,0.727,23,23,1,34,2130,3,0.088,62.6,2005
31,Jose Cortez,4TM,30,K,14,0,,,6,5,5,4,6,3,,,17,12,45,0.706,19,18,0.947,42,2692,8,0.19,64.1,2005
32,John Hall,WAS,31,K,10,0,1,1,3,3,3,3,6,5,1,,14,12,45,0.857,27,27,1,51,3059,1,0.02,60,2005
33,Nick Novak,2TM,24,K,10,0,1,1,1,1,7,5,1,1,,,10,8,40,0.8,15,15,1,30,1695,,,56.5,2005
34,Todd France,2TM,25,K,4,0,,,4,4,1,1,4,2,,,9,7,44,0.778,6,6,1,19,1158,,,60.9,2005
35,Billy Cundiff,DAL,25,K,6,0,1,1,1,1,5,2,,,1,1,8,5,56,0.625,14,14,1,26,1643,1,0.038,63.2,2005
36,Shaun Suisham,DAL,24,K,3,0,,,3,3,,,1,,,,4,3,22,0.75,8,8,1,14,825,,,58.9,2005
37,Doug Brien,CHI,35,K,3,0,,,,,2,,2,1,,,4,1,48,0.25,7,7,1,11,695,1,0.091,63.2,2005
38,Michael Koenen,ATL,23,P,16,0,,,,,,,,,2,1,2,1,58,0.5,,,,77,4841,14,0.182,62.9,2005
39,Aaron Elling,BAL,27,K,9,0,,,,,,,,,1,,1,,,0,,,,5,265,,,53,2005
40,Dave Rayner,IND,23,K,14,0,,,,,,,,,1,,1,,,0,,,,4,246,,,61.5,2005
41,Mark Simoneau,PHI,28,LB,16,0,,,,,,,,,,,,,,,2,1,0.5,,,,,,2005
42,Remy Hamilton,DET,31,K,1,0,,,,,,,,,,,,,,,1,,0,2,132,,,66,2005
43,Doug Flutie,NWE,43,QB,5,0,,,,,,,,,,,,,,,1,1,1,,,,,,2005
44,Todd Sauerbrun,DEN,32,P,16,0,,,,,,,,,,,,,,,,,,79,5142,14,0.177,65.1,2005
45,Mitch Berger,NOR,33,P,16,0,,,,,,,,,,,,,,,,,,52,3363,4,0.077,64.7,2005
46,Mike Scifres,SDG,25,P,16,0,,,,,,,,,,,,,,,,,,7,373,1,0.143,53.3,2005
47,Mike Bartrum,PHI,35,LS,16,0,,,,,,,,,,,,,,,,,,6,252,,,42,2005
48,Jason Baker,CAR,27,P,16,0,,,,,,,,,,,,,,,,,,5,293,,,58.6,2005
49,Nick Harris,DET,27,P,16,0,,,,,,,,,,,,,,,,,,3,158,,,52.7,2005
50,Shane Lechler,OAK,29,P,16,0,,,,,,,,,,,,,,,,,,3,205,,,68.3,2005
51,Derrick Frost,WAS,25,P,14,0,,,,,,,,,,,,,,,,,,2,122,,,61,2005
52,Craig Hentrich,TEN,34,P,16,0,,,,,,,,,,,,,,,,,,1,27,,,27,2005
53,Donnie Jones,MIA,25,P,16,0,,,,,,,,,,,,,,,,,,1,55,,,55,2005
54,Chris Kluwe,MIN,24,P,15,0,,,,,,,,,,,,,,,,,,1,48,,,48,2005
55,Josh Miller,NWE,35,P,16,0,,,,,,,,,,,,,,,,,,1,58,,,58,2005
56,Brian Moorman,BUF,29,P,16,0,,,,,,,,,,,,,,,,,,1,58,,,58,2005
57,Scott Player,ARI,36,P,16,0,,,,,,,,,,,,,,,,,,1,65,,,65,2005
58,Dunta Robinson,HOU,23,RCB/LCB,16,16,,,,,,,,,,,,,,,,,,1,58,,,58,2005
59,Dave Zastudil,BAL,27,P,16,0,,,,,,,,,,,,,,,,,,1,16,,,16,2005
1,Jason Elam,DEN,34,K,16,0,,,10,10,8,7,12,9,4,3,34,29,52,0.853,42,42,1,1,18,,,18,2004
2,Adam Vinatieri,NWE,32,K,16,0,,,13,13,7,7,12,11,1,,33,31,48,0.939,48,48,1,94,5886,6,0.064,62.6,2004
3,Jeff Reed,PIT,25,K,16,0,1,1,9,8,13,12,8,5,2,2,33,28,51,0.848,40,40,1,84,5127,7,0.083,61,2004
4,David Akers,PHI,30,K,16,0,,,4,4,7,6,18,15,3,2,32,27,51,0.844,42,41,0.976,86,5557,12,0.14,64.6,2004
5,Matt Stover,BAL,36,K,16,0,2,2,9,9,8,7,10,9,3,2,32,29,50,0.906,30,30,1,23,1441,2,0.087,62.7,2004
6,Shayne Graham,CIN,27,K,16,0,,,7,7,12,10,8,7,4,3,31,27,53,0.871,41,41,1,82,4956,2,0.024,60.4,2004
7,Josh Scobee,JAX,22,K,16,0,,,10,10,11,8,7,5,3,1,31,24,53,0.774,21,21,1,62,3955,11,0.177,63.8,2004
8,Doug Brien,NYJ,34,K,16,0,,,10,9,6,4,11,10,2,1,29,24,53,0.828,34,33,0.971,3,199,,,66.3,2004
9,Neil Rackers,ARI,28,K,16,0,,,6,6,7,5,7,6,9,5,29,22,55,0.759,28,28,1,70,4658,23,0.329,66.5,2004
10,Phil Dawson,CLE,29,K,16,0,,,11,11,8,6,9,6,1,1,29,24,50,0.828,28,28,1,69,4170,5,0.072,60.4,2004
11,Ryan Longwell,GNB,30,K,16,0,,,8,8,9,8,8,6,3,2,28,24,53,0.857,48,48,1,83,4862,2,0.024,58.6,2004
12,Rian Lindell,BUF,27,K,16,0,,,14,13,11,10,3,1,,,28,24,43,0.857,45,45,1,83,4835,3,0.036,58.3,2004
13,Steve Christie,NYG,37,K,16,0,1,1,8,8,8,6,7,4,4,3,28,22,53,0.786,33,33,1,71,4064,2,0.028,57.2,2004
14,Sebastian Janikowski,OAK,26,K,16,0,1,1,7,7,8,7,10,8,2,2,28,25,52,0.893,32,31,0.969,76,4828,12,0.158,63.5,2004
15,Jason Hanson,DET,34,K,16,0,,,9,9,11,10,8,5,,,28,24,48,0.857,28,28,1,71,4462,14,0.197,62.8,2004
16,John Carney,NOR,40,K,16,0,,,3,3,15,12,6,5,3,2,27,22,53,0.815,38,38,1,42,2622,,,62.4,2004
17,Billy Cundiff,DAL,24,K,16,0,1,1,6,6,4,4,13,9,2,,26,20,49,0.769,31,31,1,67,4090,3,0.045,61,2004
18,Mike Vanderjagt,IND,34,K,15,0,,,6,6,11,9,7,5,1,,25,20,47,0.8,60,59,0.983,32,1858,,,58.1,2004
19,Nate Kaeding,SDG,22,K,16,0,1,1,11,9,2,2,6,5,5,3,25,20,53,0.8,55,54,0.982,89,5298,2,0.022,59.5,2004
20,Josh Brown,SEA,25,K,16,0,1,1,7,7,9,8,7,6,1,1,25,23,54,0.92,40,40,1,82,5018,5,0.061,61.2,2004
21,Kris Brown,HOU,28,K,16,0,,,7,7,5,3,9,6,3,1,24,17,50,0.708,34,34,1,69,4383,9,0.13,63.5,2004
22,Jeff Wilkins,STL,32,K,16,0,,,7,7,6,5,6,3,5,4,24,19,53,0.792,32,32,1,70,4433,3,0.043,63.3,2004
23,Paul Edinger,CHI,26,K,16,0,,,7,6,5,2,7,4,5,3,24,15,53,0.625,22,22,1,56,3285,,,58.7,2004
24,Lawrence Tynes,KAN,26,K,16,0,,,5,5,8,7,6,3,4,2,23,17,50,0.739,60,58,0.967,94,5674,7,0.074,60.4,2004
25,Jay Feely,ATL,28,K,16,0,1,1,7,7,9,7,6,3,,,23,18,47,0.783,40,40,1,73,4580,13,0.178,62.7,2004
26,Morten Andersen,MIN,44,K,16,0,1,1,8,8,7,5,6,4,,,22,18,48,0.818,45,45,1,8,433,,,54.1,2004
27,Gary Anderson,TEN,45,K,15,0,,,5,4,4,4,12,9,1,,22,17,45,0.773,37,37,1,,,,,,2004
28,John Kasay,CAR,35,K,14,0,,,11,11,4,4,2,1,5,3,22,19,54,0.864,28,27,0.964,55,3291,2,0.036,59.8,2004
29,Todd Peterson,SFO,34,K,16,0,1,1,3,3,8,7,6,5,4,2,22,18,51,0.818,23,23,1,61,3406,1,0.016,55.8,2004
30,Martin Gramatica,2TM,29,K,15,0,,,7,6,6,3,5,1,1,1,19,11,53,0.579,22,21,0.955,46,2854,6,0.13,62,2004
31,Olindo Mare,MIA,31,K,11,0,,,2,1,7,6,4,3,3,2,16,12,51,0.75,18,18,1,44,2834,11,0.25,64.4,2004
32,John Hall,WAS,30,K,8,0,1,1,3,3,3,3,3,1,1,,11,8,46,0.727,13,13,1,30,1823,1,0.033,60.8,2004
33,Ola Kimrin,WAS,32,K,5,0,,,3,3,3,2,3,1,1,,10,6,41,0.6,6,6,1,17,885,,,52.1,2004
34,Jeff Chandler,2TM,25,K,5,0,,,4,4,2,,1,1,1,,8,5,49,0.625,14,14,1,14,871,,,62.2,2004
35,Jay Taylor,TAM,28,K,5,0,,,,,3,2,1,1,1,1,5,4,50,0.8,11,11,1,21,1190,,,56.7,2004
36,Matt Bryant,2TM,29,K,4,0,,,1,1,,,3,2,,,4,3,47,0.75,12,12,1,18,1121,,,62.3,2004
37,Bill Gramatica,MIA,26,K,1,0,,,2,2,1,1,,,,,3,3,30,1,1,,0,6,398,1,0.167,66.3,2004
38,Craig Hentrich,TEN,33,P,16,0,,,,,,,,,3,1,3,1,50,0.333,,,,73,4201,3,0.041,57.5,2004
39,Aaron Elling,2TM,26,K,8,0,,,1,1,1,,,,,,2,1,22,0.5,2,2,1,4,248,,,62,2004
40,Todd Sauerbrun,CAR,31,P,16,0,,,,,1,1,,,,,1,1,34,1,4,4,1,21,1126,1,0.048,53.6,2004
41,Wes Welker,2TM,23,WR,15,0,,,1,1,,,,,,,1,1,29,1,1,1,1,3,158,,,52.7,2004
42,Toby Gowin,NYJ,29,P,16,0,,,,,,,,,,,,,,,,,,76,4781,7,0.092,62.9,2004
43,Micah Knorr,DEN,29,P,12,0,,,,,,,,,,,,,,,,,,61,3924,15,0.246,64.3,2004
44,Wade Richey,BAL,28,K,12,0,,,,,,,,,,,,,,,,,,53,3305,7,0.132,62.4,2004
45,Jose Cortez,MIN,29,K,8,0,,,,,,,,,,,,,,,,,,38,2377,4,0.105,62.6,2004
46,Mitch Berger,NOR,32,P,16,0,,,,,,,,,,,,,,,,,,37,2348,1,0.027,63.5,2004
47,Jason Baker,3TM,26,P,10,0,,,,,,,,,,,,,,,,,,24,1474,1,0.042,61.4,2004
48,Hunter Smith,IND,27,P,16,0,,,,,,,,,,,,,,,,,,9,492,1,0.111,54.7,2004
49,Mike Scifres,SDG,24,P,16,0,,,,,,,,,,,,,,,,,,2,72,,,36,2004
50,Chad Stanley,HOU,28,P,16,0,,,,,,,,,,,,,,,,,,2,104,,,52,2004
51,Darren Bennett,MIN,39,P,15,0,,,,,,,,,,,,,,,,,,1,62,,,62,2004
52,Nick Harris,DET,26,P,16,0,,,,,,,,,,,,,,,,,,1,64,,,64,2004
53,Donnie Jones,SEA,24,P,6,0,,,,,,,,,,,,,,,,,,1,54,,,54,2004
54,Kyle Larson,CIN,24,P,16,0,,,,,,,,,,,,,,,,,,1,53,,,53,2004
55,Brad Maynard,CHI,30,P,16,0,,,,,,,,,,,,,,,,,,1,52,,,52,2004
56,Chris Mohr,ATL,38,P,16,0,,,,,,,,,,,,,,,,,,1,52,,,52,2004
57,Tom Tupa,WAS,38,P,16,0,,,,,,,,,,,,,,,,,,1,47,,,47,2004
58,Dave Zastudil,BAL,26,P,13,0,,,,,,,,,,,,,,,,,,1,54,,,54,2004
1,Jeff Wilkins,STL,31,K,16,0,,,16,16,13,11,9,8,4,4,42,39,53,0.929,46,46,1,96,6182,12,0.125,64.4,2003
2,Matt Stover,BAL,35,K,16,0,,,16,16,6,6,14,11,2,,38,33,49,0.868,35,35,1,7,420,1,0.143,60,2003
3,John Kasay,CAR,34,K,16,0,,,13,13,8,6,13,11,4,2,38,32,53,0.842,30,29,0.967,74,4622,4,0.054,62.5,2003
4,Mike Vanderjagt,IND,33,K,16,0,,,17,17,7,7,12,12,1,1,37,37,50,1,46,46,1,99,5955,4,0.04,60.2,2003
5,Paul Edinger,CHI,25,K,16,0,1,1,4,4,13,9,14,9,4,3,36,26,54,0.722,27,27,1,69,3956,1,0.014,57.3,2003
6,Adam Vinatieri,NWE,31,K,16,0,,,17,16,8,4,8,5,1,,34,25,48,0.735,38,37,0.974,78,4889,2,0.026,62.7,2003
7,Seth Marler,JAX,22,K,16,0,,,11,10,8,4,12,5,2,1,33,20,53,0.606,30,30,1,64,3663,3,0.047,57.2,2003
8,John Hall,WAS,29,K,16,0,,,8,8,9,7,9,6,7,4,33,25,54,0.758,27,26,0.963,72,4418,11,0.153,61.4,2003
9,Jeff Reed,PIT,24,K,16,0,,,12,9,7,6,12,7,1,1,32,23,51,0.719,32,31,0.969,70,4373,5,0.071,62.5,2003
10,Doug Brien,NYJ,33,K,16,0,,,5,5,15,15,8,7,4,,32,27,48,0.844,24,24,1,72,4312,1,0.014,59.9,2003
11,Gary Anderson,TEN,44,K,15,0,,,5,5,12,12,14,10,,,31,27,43,0.871,42,42,1,,,,,,2003
12,Jason Elam,DEN,33,K,16,0,,,11,10,6,6,11,9,3,2,31,27,51,0.871,39,39,1,,,,,,2003
13,Josh Brown,SEA,24,K,16,0,,,5,5,11,10,11,6,3,1,30,22,58,0.733,48,48,1,84,5031,3,0.036,59.9,2003
14,John Carney,NOR,39,K,16,0,,,6,6,12,10,9,5,3,1,30,22,50,0.733,37,36,0.973,20,1108,1,0.05,55.4,2003
15,David Akers,PHI,29,K,16,0,,,9,9,7,7,10,6,3,2,29,24,57,0.828,42,42,1,83,5237,8,0.096,63.1,2003
16,Olindo Mare,MIA,30,K,16,0,,,9,9,6,3,8,6,6,4,29,22,52,0.759,34,33,0.971,72,4652,24,0.333,64.6,2003
17,Billy Cundiff,DAL,23,K,15,0,,,11,11,6,5,7,4,5,3,29,23,52,0.793,31,30,0.968,3,191,,,63.7,2003
18,Jay Feely,ATL,27,K,16,0,,,6,6,11,9,7,4,3,,27,19,46,0.704,33,32,0.97,69,4305,7,0.101,62.4,2003
19,Ryan Longwell,GNB,29,K,16,0,,,5,5,11,11,9,6,1,1,26,23,50,0.885,51,51,1,92,5398,4,0.043,58.7,2003
20,Martin Gramatica,TAM,28,K,16,0,,,9,9,6,3,8,3,3,1,26,16,50,0.615,34,33,0.971,67,4098,5,0.075,61.2,2003
21,Aaron Elling,MIN,25,K,16,0,,,7,7,8,6,7,4,3,1,25,18,51,0.72,48,48,1,74,4425,1,0.014,59.8,2003
22,Shayne Graham,CIN,26,K,16,0,,,5,5,10,10,8,7,2,,25,22,48,0.88,40,40,1,77,4730,4,0.052,61.4,2003
23,Sebastian Janikowski,OAK,25,K,16,0,,,6,6,6,6,10,9,3,1,25,22,55,0.88,29,28,0.966,66,4112,7,0.106,62.3,2003
24,Rian Lindell,BUF,26,K,16,0,,,12,11,3,3,7,3,2,,24,17,44,0.708,24,24,1,60,3597,3,0.05,60,2003
25,Jason Hanson,DET,33,K,16,0,,,7,7,6,6,6,5,4,4,23,22,54,0.957,27,26,0.963,66,4186,10,0.152,63.4,2003
26,Kris Brown,HOU,27,K,16,0,1,1,3,3,8,8,6,5,4,1,22,18,50,0.818,27,27,1,61,3876,8,0.131,63.5,2003
27,Phil Dawson,CLE,28,K,13,0,2,2,7,7,5,4,5,3,2,2,21,18,52,0.857,21,20,0.952,54,3225,1,0.019,59.7,2003
28,Morten Andersen,KAN,43,K,16,0,,,3,3,8,8,8,5,1,,20,16,49,0.8,59,58,0.983,,,,,,2003
29,Steve Christie,SDG,36,K,16,0,1,1,6,6,3,3,7,3,3,2,20,15,51,0.75,36,36,1,43,2413,,,56.1,2003
30,Brett Conway,2TM,28,K,8,0,1,1,3,3,9,6,6,4,,,19,14,48,0.737,9,9,1,32,1992,2,0.063,62.3,2003
31,Todd Peterson,SFO,33,K,8,0,,,7,5,3,3,4,4,1,,15,12,48,0.8,23,22,0.957,44,2546,1,0.023,57.9,2003
32,Owen Pochman,SFO,26,K,6,0,,,1,1,8,3,5,4,1,,15,8,48,0.533,10,9,0.9,25,1489,1,0.04,59.6,2003
33,Matt Bryant,NYG,28,K,11,0,,,4,3,5,4,5,4,,,14,11,47,0.786,17,17,1,39,2279,2,0.051,58.4,2003
34,Neil Rackers,ARI,27,K,7,0,,,5,5,4,1,3,3,,,12,9,49,0.75,8,8,1,27,1575,5,0.185,58.3,2003
35,Tim Duncan,ARI,24,K,5,0,,,2,2,4,2,2,1,2,1,10,6,53,0.6,6,5,0.833,18,1023,3,0.167,56.8,2003
36,Jeff Chandler,SFO,24,K,2,0,,,5,5,1,1,1,,,,7,6,35,0.857,8,7,0.875,16,960,1,0.063,60,2003
37,Craig Hentrich,TEN,32,P,16,0,,,,,2,2,2,2,1,,5,4,49,0.8,1,1,1,91,5143,5,0.055,56.5,2003
38,Bill Gramatica,ARI,25,K,4,0,,,1,1,2,2,,,1,,4,3,38,0.75,6,6,1,14,877,,,62.6,2003
39,Wade Richey,BAL,27,K,15,0,,,,,,,,,2,1,2,1,56,0.5,,,,11,729,1,0.091,66.3,2003
40,Micah Knorr,DEN,28,P,16,0,,,1,1,,,,,,,1,1,27,1,2,2,1,86,5593,13,0.151,65,2003
41,Joe Nedney,TEN,30,K,1,0,,,,,,,,,1,1,1,1,50,1,1,,0,3,204,1,0.333,68,2003
42,Jeff Feagles,NYG,37,P,16,0,,,1,,,,,,,,1,,,0,,,,1,50,,,50,2003
43,Jason Baker,KAN,25,P,16,0,,,,,,,,,,,,,,,,,,93,5834,6,0.065,62.7,2003
44,Toby Gowin,DAL,28,P,16,0,,,,,,,,,,,,,,,,,,65,4076,2,0.031,62.7,2003
45,Mitch Berger,NOR,31,P,16,0,,,,,,,,,,,,,,,,,,53,3388,2,0.038,63.9,2003
46,Mike Scifres,SDG,23,P,6,0,,,,,,,,,,,,,,,,,,25,1537,,,61.5,2003
47,Chris Mohr,ATL,37,P,16,0,,,,,,,,,,,,,,,,,,5,216,,,43.2,2003
48,Todd Sauerbrun,CAR,30,P,16,0,,,,,,,,,,,,,,,,,,4,97,,,24.3,2003
49,Chris Hanson,JAX,27,P,5,0,,,,,,,,,,,,,,,,,,2,74,,,37,2003
50,Josh Miller,PIT,33,P,16,0,,,,,,,,,,,,,,,,,,2,112,,,56,2003
51,Scott Player,ARI,34,P,16,0,,,,,,,,,,,,,,,,,,2,118,,,59,2003
52,Matt Turk,MIA,35,P,13,0,,,,,,,,,,,,,,,,,,2,88,,,44,2003
53,Darren Bennett,SDG,38,P,16,0,,,,,,,,,,,,,,,,,,1,58,,,58,2003
54,Sean Landeta,STL,41,P,16,0,,,,,,,,,,,,,,,,,,1,62,,,62,2003
55,Chad Stanley,HOU,27,P,16,0,,,,,,,,,,,,,,,,,,1,55,,,55,2003
56,Ken Walter,NWE,31,P,15,0,,,,,,,,,,,,,,,,,,1,64,,,64,2003
1,Jay Feely,ATL,26,K,16,0,,,10,8,14,12,13,11,3,1,40,32,52,0.8,43,42,0.977,92,5875,16,0.174,63.9,2002
2,Martin Gramatica,TAM,27,K,16,0,,,8,7,15,14,10,6,6,5,39,32,53,0.821,32,32,1,81,5136,5,0.062,63.4,2002
3,Jason Elam,DEN,32,K,16,0,1,1,9,9,9,7,11,5,6,4,36,26,55,0.722,43,42,0.977,44,2775,1,0.023,63.1,2002
4,John Carney,NOR,38,K,16,0,,,9,9,13,11,12,11,1,,35,31,48,0.886,37,37,1,26,1630,2,0.077,62.7,2002
5,Ryan Longwell,GNB,28,K,16,0,1,1,9,8,13,12,10,7,1,,34,28,49,0.824,44,44,1,85,5182,2,0.024,61,2002
6,David Akers,PHI,28,K,16,0,,,9,9,16,14,7,6,2,1,34,30,51,0.882,43,43,1,89,5483,10,0.112,61.6,2002
7,Sebastian Janikowski,OAK,24,K,16,0,,,11,10,8,7,12,7,2,2,33,26,51,0.788,50,50,1,97,6312,22,0.227,65.1,2002
8,Mike Hollis,BUF,30,K,16,0,,,8,7,10,8,10,7,5,3,33,25,54,0.758,40,40,1,84,4845,2,0.024,57.7,2002
9,Jose Cortez,2TM,27,K,14,0,,,13,11,9,8,10,4,,,32,23,45,0.719,34,34,1,71,4386,7,0.099,61.8,2002
10,Matt Bryant,NYG,27,K,16,0,2,2,7,7,19,14,4,3,,,32,26,47,0.813,32,30,0.938,75,4520,2,0.027,60.3,2002
11,Olindo Mare,MIA,29,K,16,0,,,14,13,3,2,11,7,3,2,31,24,53,0.774,43,42,0.977,84,5269,12,0.143,62.7,2002
12,John Hall,NYJ,28,K,16,0,,,9,9,11,9,10,6,1,,31,24,46,0.774,37,35,0.946,79,4905,5,0.063,62.1,2002
13,Joe Nedney,TEN,29,K,16,0,,,9,9,12,10,8,5,2,1,31,25,53,0.806,36,36,1,84,5367,9,0.107,63.9,2002
14,Mike Vanderjagt,IND,32,K,16,0,1,1,8,7,7,6,12,6,3,3,31,23,54,0.742,34,34,1,77,4539,1,0.013,58.9,2002
15,Adam Vinatieri,NWE,30,K,16,0,,,6,6,12,12,10,8,2,1,30,27,57,0.9,36,36,1,83,4956,6,0.072,59.7,2002
16,Rian Lindell,SEA,25,K,16,0,1,1,9,9,10,8,5,4,4,1,29,23,52,0.793,38,38,1,79,4582,,,58,2002
17,Phil Dawson,CLE,27,K,16,0,,,10,9,8,6,7,5,3,2,28,22,52,0.786,35,34,0.971,77,4597,7,0.091,59.7,2002
18,Jason Hanson,DET,32,K,16,0,,,8,8,9,8,8,7,3,,28,23,49,0.821,31,31,1,74,4770,5,0.068,64.5,2002
19,Paul Edinger,CHI,24,K,16,0,,,4,4,6,5,10,8,8,5,28,22,53,0.786,29,29,1,67,4002,2,0.03,59.7,2002
20,Morten Andersen,KAN,42,K,14,0,,,6,6,10,10,9,5,1,1,26,22,50,0.846,51,51,1,64,3788,6,0.094,59.2,2002
21,Steve Christie,SDG,35,K,16,0,,,8,8,6,5,9,4,3,1,26,18,53,0.692,36,35,0.972,21,1147,,,54.6,2002
22,Jeff Wilkins,STL,30,K,16,0,,,5,5,10,8,9,6,1,,25,19,47,0.76,37,37,1,71,4372,9,0.127,61.6,2002
23,Matt Stover,BAL,34,K,15,0,,,9,9,5,4,10,7,1,1,25,21,51,0.84,33,33,1,40,2298,1,0.025,57.5,2002
24,Kris Brown,HOU,26,K,16,0,1,,3,3,1,1,14,11,5,2,24,17,51,0.708,20,20,1,56,3402,2,0.036,60.8,2002
25,Gary Anderson,MIN,43,K,14,0,1,1,8,8,5,5,8,3,1,1,23,18,53,0.783,37,36,0.973,8,444,,,55.5,2002
